Epoch,Classical_Loss_Digitized
0,1.4317578738530214
1,1.4317578738530214
2,1.4307729681303534
3,1.4288818669808856
4,1.4228590152801535
5,1.4187804952928493
6,1.4165219259050748
7,1.410695849944015
8,1.4060993973634681
9,1.4038408279756933
10,1.4009723437919104
11,1.3979609179415444
12,1.3949494920911782
13,1.3924443945181721
14,1.3901077183436579
15,1.3870962924932917
16,1.3840848666429255
17,1.3810734407925596
18,1.3795167684035594
19,1.377562322618282
20,1.3749273249992118
21,1.3722923273801413
22,1.3697551141217783
23,1.3674965447340037
24,1.3657581790396152
25,1.364252466114432
26,1.362746753189249
27,1.361241040264066
28,1.359735327338883
29,1.3582296144136998
30,1.3567239014885168
31,1.3552181885633339
32,1.3533936428241207
33,1.351511501667642
34,1.3496293605111633
35,1.348548338018802
36,1.3477954815562103
37,1.347042625093619
38,1.3462897686310273
39,1.3455357766183642
40,1.3444064919244771
41,1.3432772072305899
42,1.3421479225367026
43,1.3413444083648582
44,1.3403682323488006
45,1.3388625194236177
46,1.3379047610238721
47,1.3371519045612805
48,1.3363990480986891
49,1.3356461916360975
50,1.3348933351735062
51,1.3341404787109146
52,1.3333876222483232
53,1.3326347657857316
54,1.332547325783252
55,1.332547325783252
56,1.332547325783252
57,1.3319854958417887
58,1.3312326393791971
59,1.3304797829166055
60,1.3297269264540141
61,1.3289740699914225
62,1.3282212135288312
63,1.327823013970406
64,1.327823013970406
65,1.3273701527196473
66,1.326868248411253
67,1.3263663441028586
68,1.3258644397944643
69,1.3254608580639828
70,1.3254608580639828
71,1.324988739225142
72,1.3242797801107713
73,1.3242797801107713
74,1.3241569360040406
75,1.3239059838498433
76,1.3236550316956461
77,1.323404079541449
78,1.3231531273872519
79,1.3230987021575598
80,1.3229373428746647
81,1.322184486412073
82,1.3219176242043482
83,1.3218983666162658
84,1.3216474144620687
85,1.3213964623078716
86,1.3211455101536744
87,1.3208945579994773
88,1.3207365462511367
89,1.3207365462511367
90,1.3207365462511367
91,1.3207365462511367
92,1.3207365462511367
93,1.3204866114156903
94,1.3201101831843947
95,1.3197337549530987
96,1.319357326721803
97,1.3189808984905074
98,1.3186044702592115
99,1.3183743903447136
100,1.3183743903447136
101,1.3183743903447136
102,1.3183743903447136
103,1.3183743903447136
104,1.3183743903447136
105,1.3183743903447136
106,1.3183743903447136
107,1.3183743903447136
108,1.3183743903447136
109,1.3183743903447136
110,1.3183743903447136
111,1.3183743903447136
112,1.3183743903447136
113,1.318306728501056
114,1.3180557763468588
115,1.3178048241926617
116,1.3175538720384645
117,1.3173029198842672
118,1.317193312391502
119,1.317193312391502
120,1.317193312391502
121,1.317193312391502
122,1.317193312391502
123,1.317193312391502
124,1.317193312391502
125,1.317193312391502
126,1.317193312391502
127,1.317193312391502
128,1.317193312391502
129,1.3167554029911805
130,1.3160122344382905
131,1.3160122344382905
132,1.3160122344382905
133,1.3160122344382905
134,1.3160122344382905
135,1.3160122344382905
136,1.3160122344382905
137,1.3160122344382905
138,1.3160122344382905
139,1.3160122344382905
140,1.3160122344382905
141,1.3160122344382905
142,1.3160122344382905
143,1.3160122344382905
144,1.3160122344382905
145,1.3160122344382905
146,1.3160122344382905
147,1.3160122344382905
148,1.3160122344382905
149,1.3160122344382905
150,1.3160122344382905
151,1.3160122344382905
152,1.3160122344382905
153,1.3160122344382905
154,1.3160122344382905
155,1.3160122344382905
156,1.3160122344382905
157,1.3160122344382905
158,1.3160122344382905
159,1.3160122344382905
160,1.3160122344382905
161,1.3160122344382905
162,1.3160122344382905
163,1.3160122344382905
164,1.3160122344382905
165,1.3160122344382905
166,1.3160122344382905
167,1.3160122344382905
168,1.3160122344382905
169,1.3160122344382905
170,1.3160122344382905
171,1.3160122344382905
172,1.3160122344382905
173,1.3160122344382905
174,1.3160122344382905
175,1.3160122344382905
176,1.3160122344382905
177,1.3160122344382905
178,1.3160122344382905
179,1.3160122344382905
180,1.3160122344382905
181,1.3160122344382905
182,1.3160122344382905
183,1.3160122344382905
184,1.3160122344382905
185,1.3160122344382905
186,1.3160122344382905
