Epoch,Classical_Loss_Digitized
0,1.4622145986608248
1,1.4603867981551224
2,1.457060877261568
3,1.4537349563680138
4,1.4504090354744592
5,1.4470831145809049
6,1.4437571936873506
7,1.440165604275752
8,1.4358614713546816
9,1.4315573384336113
10,1.4275472116386565
11,1.4254603593132888
12,1.42285939466443
13,1.4198595444467141
14,1.4168596942289984
15,1.414247060397314
16,1.4121602080719466
17,1.4088472213182608
18,1.4059950534583863
19,1.404821199025367
20,1.4022472629651723
21,1.3993457122104545
22,1.3977805729664288
23,1.3955385366656894
24,1.392810734829189
25,1.3916368803961698
26,1.3906342743421913
27,1.3898517047201784
28,1.3873706411084394
29,1.3850991050547683
30,1.3839252506217492
31,1.382608738776356
32,1.3812392419378337
33,1.3798697450993112
34,1.3783847828350133
35,1.3768277400504367
36,1.3756538856174176
37,1.3744800311843983
38,1.3733061767513792
39,1.3724773196156181
40,1.371572587088449
41,1.3703987326554299
42,1.369370184884441
43,1.3683919728569252
44,1.367413760829409
45,1.366553663477325
46,1.3657710938553123
47,1.3649885242332993
48,1.3641150319224533
49,1.3631368198949374
50,1.3621586078674213
51,1.3613715879466093
52,1.360980303135603
53,1.3602931065012227
54,1.3595836143104818
55,1.3591923294994754
56,1.3586802807633807
57,1.358093353546871
58,1.3575064263303616
59,1.3570130710523416
60,1.3566217862413352
61,1.3562305014303289
62,1.3558392166193225
63,1.3554479318083161
64,1.3549060418359664
65,1.3543191146194566
66,1.353732187402947
67,1.3532686733611823
68,1.3529013805075636
69,1.3529013805075636
70,1.352516495754979
71,1.3517339261329662
72,1.3514325469045492
73,1.3511716903638784
74,1.3509108338232074
75,1.3506499772825364
76,1.3504449036951307
77,1.3504449036951307
78,1.3501927788463284
79,1.349801494035322
80,1.3494102092243154
81,1.349084838038511
82,1.34882398149784
83,1.348563124957169
84,1.348302268416498
85,1.348041411875827
86,1.347988426882698
87,1.347988426882698
88,1.347988426882698
89,1.347988426882698
90,1.347965367578689
91,1.347704511038018
92,1.3474436544973472
93,1.3471827979566762
94,1.3469219414160052
95,1.3467601884764815
96,1.3467601884764815
97,1.3467601884764815
98,1.3467601884764815
99,1.3467601884764815
100,1.346585040578196
101,1.346324184037525
102,1.346063327496854
103,1.345802470956183
104,1.3455416144155121
