n_qubits,max_abs_loss_diff,check_epochs,original_ms_per_epoch,pennylane_ms_per_epoch,speedup,original_est_500epoch_minutes,pennylane_actual_500epoch_seconds
2,3.9968028886505635e-15,10,434.5962840016,1.8132228986360133,239.68166535318002,3.6216357000133335,1.2569156009703875
3,2.4424906541753444e-15,10,730.9447141946293,2.8778798994608223,253.98721966527287,6.0912059516219115,1.3710318700177595
4,1.9984014443252818e-15,10,1286.884290794842,5.671553791034967,226.90154024969695,10.724035756623683,2.189646800979972
5,3.1086244689504383e-15,10,2767.7660500979982,7.6651982963085175,361.0821198756106,23.064717084149986,3.9068203640636057
6,1.9984014443252818e-15,10,18171.002648596186,13.565344002563506,1339.516538995423,151.42502207163488,6.098329121014103
7,3.774758283725532e-15,10,60706.52896800311,18.490813800599426,3283.0642081331844,505.88774140002596,14.202922199037857
