Epoch,Quantum_Loss,Classical_Loss,Quantum_Accuracy_Pct,Classical_Accuracy_Pct
0,1.4899942926506717,1.4412125726618572,50.2,51.6
1,1.4867564237683832,1.4395202939009948,,
2,1.4835858135761455,1.4378653832332338,,
3,1.4804813547608076,1.436247141411115,,
4,1.4774419454536691,1.4346648766247638,,
