Epoch,Quantum_Loss,Classical_Loss,Quantum_Accuracy_Pct,Classical_Accuracy_Pct
0,1.5332725296296024,1.4459043236131388,51.0,52.2
1,1.5297301661924305,1.4443048695445952,,
2,1.5262523677201796,1.4427389851562047,,
3,1.5228383690056397,1.441206069139503,,
4,1.5194873998269796,1.4397055271235821,,
